Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,203176113286659,203176252696349,139409690,524288000,0,0x00100000,0x00020000
1,203176447964599,203176889319728,441355129,524288000,0,0x00100000,0x00020000
2,203177104226901,203177813518032,709291131,524288000,0,0x00100000,0x00020000
3,203178020501893,203178953911356,933409463,524288000,0,0x00100000,0x00020000
