Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,135153645154,135160830022,7184868,32768000,0,0x00010000,0x00040000,c,l,65536,3,c,r,262144,2
1,135354138457,135364798852,10660395,32768000,0,0x00010000,0x00040000,c,l,65536,3,c,r,262144,2
2,135578305765,135592787522,14481757,32768000,0,0x00010000,0x00040000,c,l,65536,3,c,r,262144,2
3,135794495316,135811170472,16675156,32768000,0,0x00010000,0x00040000,c,l,65536,3,c,r,262144,2
0,195953676053,195987594782,33918729,131072000,0,0x00040000,0x00040000,c,l,262144,3,c,w,262144,2
1,196182139721,196238121914,55982193,131072000,0,0x00040000,0x00040000,c,l,262144,3,c,w,262144,2
2,196438304286,196509093269,70788983,131072000,0,0x00040000,0x00040000,c,l,262144,3,c,w,262144,2
3,196710485102,196792092005,81606903,131072000,0,0x00040000,0x00040000,c,l,262144,3,c,w,262144,2
0,807673800117,811000998411,3327198294,1048576000,0,0x00200000,0x00040000,c,l,2097152,3,c,w,262144,2
1,811194126868,814608447557,3414320689,1048576000,0,0x00200000,0x00040000,c,l,2097152,3,c,w,262144,2
2,814822304805,818276652334,3454347529,1048576000,0,0x00200000,0x00040000,c,l,2097152,3,c,w,262144,2
3,818478478330,821988558637,3510080307,1048576000,0,0x00200000,0x00040000,c,l,2097152,3,c,w,262144,2
0,212274114666,212342713670,68599004,262144000,0,0x00080000,0x00040000,c,l,524288,3,c,r,262144,2
1,212538126295,212642532927,104406632,262144000,0,0x00080000,0x00040000,c,l,524288,3,c,r,262144,2
2,212854302007,212997715986,143413979,262144000,0,0x00080000,0x00040000,c,l,524288,3,c,r,262144,2
3,213202491947,213917197698,714705751,262144000,0,0x00080000,0x00040000,c,l,524288,3,c,r,262144,2
0,241807288978,241876013705,68724727,262144000,0,0x00080000,0x00040000,c,l,524288,3,c,w,262144,2
