Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,98836883920196,98836904242517,20322321,20971520,20971520,0x00400000,0x00400000
1,98837038334315,98837069830002,31495687,20971520,20971520,0x00400000,0x00400000
2,98837282458497,98837323434662,40976165,20971520,20971520,0x00400000,0x00400000
3,98837530752286,98837580935680,50183394,20971520,20971520,0x00400000,0x00400000
