Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,1586497978910,1586564372684,66393774,16384000,16384000,0x00008000,0x00008000
1,1586760709361,1586867214733,106505372,16384000,16384000,0x00008000,0x00008000
2,1587069052310,1587198348849,129296539,16384000,16384000,0x00008000,0x00008000
3,1587405912548,1587549032638,143120090,16384000,16384000,0x00008000,0x00008000
