Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,216975173002,217043855165,68682163,262144000,0,0x00080000,0x00100000
1,217238314255,218081605594,843291339,262144000,0,0x00080000,0x00100000
2,218294542240,219138207277,843665037,262144000,0,0x00080000,0x00100000
3,219342665226,220187360805,844695579,262144000,0,0x00080000,0x00100000
