Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,257508969186,257538650402,29681216,16384000,0,0x00008000,0x00008000
1,257736677688,257770029000,33351312,16384000,0,0x00008000,0x00008000
2,257984838793,258019801487,34962694,16384000,0,0x00008000,0x00008000
3,258225012421,258260643381,35630960,16384000,0,0x00008000,0x00008000
