Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,23150165323447,23150233790018,68466571,262144000,0,0x00080000,0x00400000
1,23150430250237,23150504845311,74595074,262144000,0,0x00080000,0x00400000
2,23150718489707,23150794653177,76163470,262144000,0,0x00080000,0x00400000
3,23151011381182,23153503910629,2492529447,262144000,0,0x00080000,0x00400000
