Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,97516795800264,97516803558750,7758486,20971520,0,0x00400000,0x00400000
1,97516950285800,97516958529434,8243634,20971520,0,0x00400000,0x00400000
2,97517170476311,97517179430616,8954305,20971520,0,0x00400000,0x00400000
3,97517382655251,97517393388864,10733613,20971520,0,0x00400000,0x00400000
