Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,432847648506,432861122402,13473896,131072000,131072000,0x00040000,0x00040000
1,433054145338,433075876990,21731652,131072000,131072000,0x00040000,0x00040000
2,433286299234,433319106332,32807098,131072000,131072000,0x00040000,0x00040000
3,433522497295,433567048846,44551551,131072000,131072000,0x00040000,0x00040000
