Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,98056156149132,98056163890965,7741833,20971520,0,0x00400000,0x00400000
1,98056310436478,98056325551458,15114980,20971520,0,0x00400000,0x00400000
2,98056526695376,98056545872252,19176876,20971520,0,0x00400000,0x00400000
3,98056750973835,98056773629439,22655604,20971520,0,0x00400000,0x00400000
