Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,1347520344633,1347533755373,13410740,131072000,131072000,0x00040000,0x00400000
1,1347730349006,1347745071897,14722891,131072000,131072000,0x00040000,0x00400000
2,1347958508563,1347976261317,17752754,131072000,131072000,0x00040000,0x00400000
3,1348178691583,1348200509583,21818000,131072000,131072000,0x00040000,0x00400000
