Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,8776310089252,8776324253018,14163766,131072000,0,0x00040000,0x00040000
1,8776518143911,8776539694914,21551003,131072000,0,0x00040000,0x00040000
2,8776750371634,8776782060440,31688806,131072000,0,0x00040000,0x00040000
3,8776986682206,8777028969901,42287695,131072000,0,0x00040000,0x00040000
