Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,23287967265011,23289204285431,1237020420,786432000,0,0x00180000,0x00020000
1,23289398128879,23290879921075,1481792196,786432000,0,0x00180000,0x00020000
2,23291090308947,23292814772990,1724464043,786432000,0,0x00180000,0x00020000
3,23293018477674,23294889583840,1871106166,786432000,0,0x00180000,0x00020000
