Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,313424098631357,313429047695263,4949063906,2097152000,0,0x00400000,0x00400000
1,313429244103228,313434201249212,4957145984,2097152000,0,0x00400000,0x00400000
2,313434416389898,313439385539852,4969149954,2097152000,0,0x00400000,0x00400000
3,313439592770288,313446211556298,6618786010,2097152000,0,0x00400000,0x00400000
