Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,292950484943,292960354229,9869286,16384000,0,0x00008000,0x00008000
1,293156661874,293169179944,12518070,16384000,0,0x00008000,0x00008000
2,293369031183,293387163545,18132362,16384000,0,0x00008000,0x00008000
3,293594026384,293615025462,20999078,16384000,0,0x00008000,0x00008000
