Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,261984967416,262051359640,66392224,16384000,16384000,0x00008000,0x00008000
1,262248676545,262315307963,66631418,16384000,16384000,0x00008000,0x00008000
2,262516837769,262583750865,66913096,16384000,16384000,0x00008000,0x00008000
3,262789017644,262856254532,67236888,16384000,16384000,0x00008000,0x00008000
