Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,2479573773685,2483886323603,4312549918,1310720000,0,0x00280000,0x00080000,c,l,2621440,3,c,w,524288,3
1,2484082139018,2488404376964,4322237946,1310720000,0,0x00280000,0x00080000,c,l,2621440,3,c,w,524288,3
2,2488614458195,2493608178894,4993720699,1310720000,0,0x00280000,0x00080000,c,l,2621440,3,c,w,524288,3
3,2493810798219,2513893869143,20083070924,1310720000,0,0x00280000,0x00080000,c,l,2621440,3,c,w,524288,3
0,841565561877,841706747344,141185467,524288000,0,0x00100000,0x00080000,c,l,1048576,3,c,w,524288,3
1,841902128746,843458337098,1556208352,524288000,0,0x00100000,0x00080000,c,l,1048576,3,c,w,524288,3
2,843670459932,845584074225,1913614293,524288000,0,0x00100000,0x00080000,c,l,1048576,3,c,w,524288,3
3,845786787730,853791884277,8005096547,524288000,0,0x00100000,0x00080000,c,l,1048576,3,c,w,524288,3
0,1145932710231,1147659733130,1727022899,786432000,0,0x00180000,0x00080000,c,l,1572864,3,c,r,524288,3
1,1147854124803,1150411958675,2557833872,786432000,0,0x00180000,0x00080000,c,l,1572864,3,c,r,524288,3
2,1150622449706,1153273147807,2650698101,786432000,0,0x00180000,0x00080000,c,l,1572864,3,c,r,524288,3
3,1153474671102,1157294221591,3819550489,786432000,0,0x00180000,0x00080000,c,l,1572864,3,c,r,524288,3
0,12974301723602,13003285635884,28983912282,8388608000,0,0x01000000,0x00080000,c,l,16777216,3,c,w,524288,3
1,13003662127622,13033122352685,29460225063,8388608000,0,0x01000000,0x00080000,c,l,16777216,3,c,w,524288,3
2,13033334507773,13073434114043,40099606270,8388608000,0,0x01000000,0x00080000,c,l,16777216,3,c,w,524288,3
3,13073874842040,13208423623958,134548781918,8388608000,0,0x01000000,0x00080000,c,l,16777216,3,c,w,524288,3
0,72576811972,72578107542,1295570,16384000,0,0x00008000,0x00080000,c,l,32768,3,c,r,524288,3
1,72774146179,72775481983,1335804,16384000,0,0x00008000,0x00080000,c,l,32768,3,c,r,524288,3
2,72986457963,72987859633,1401670,16384000,0,0x00008000,0x00080000,c,l,32768,3,c,r,524288,3
3,73190728603,73192187719,1459116,16384000,0,0x00008000,0x00080000,c,l,32768,3,c,r,524288,3
0,602537160167,609515739767,6978579600,2097152000,0,0x00400000,0x00080000,c,l,4194304,3,c,w,524288,3
1,609618248129,616682982628,7064734499,2097152000,0,0x00400000,0x00080000,c,l,4194304,3,c,w,524288,3
2,616894452527,625112979489,8218526962,2097152000,0,0x00400000,0x00080000,c,l,4194304,3,c,w,524288,3
3,625314844529,657569990293,32255145764,2097152000,0,0x00400000,0x00080000,c,l,4194304,3,c,w,524288,3
0,297753493726,297769994995,16501269,65536000,0,0x00020000,0x00080000,c,l,131072,3,c,r,524288,3
1,297966132002,297991638071,25506069,65536000,0,0x00020000,0x00080000,c,l,131072,3,c,r,524288,3
2,298190458276,298389199054,198740778,65536000,0,0x00020000,0x00080000,c,l,131072,3,c,r,524288,3
3,298590675225,298881486672,290811447,65536000,0,0x00020000,0x00080000,c,l,131072,3,c,r,524288,3
0,308337459066,308354052974,16593908,65536000,0,0x00020000,0x00080000,c,l,131072,3,c,w,524288,3
1,308550141047,308577784949,27643902,65536000,0,0x00020000,0x00080000,c,l,131072,3,c,w,524288,3
2,308790475291,309019671391,229196100,65536000,0,0x00020000,0x00080000,c,l,131072,3,c,w,524288,3
3,309222830080,310145734044,922903964,65536000,0,0x00020000,0x00080000,c,l,131072,3,c,w,524288,3
0,229208760898,236187790143,6979029245,2097152000,0,0x00400000,0x00080000,c,l,4194304,3,c,r,524288,3
1,236382126650,243440574180,7058447530,2097152000,0,0x00400000,0x00080000,c,l,4194304,3,c,r,524288,3
2,243638458773,251082777558,7444318785,2097152000,0,0x00400000,0x00080000,c,l,4194304,3,c,r,524288,3
3,251286652009,261464132844,10177480835,2097152000,0,0x00400000,0x00080000,c,l,4194304,3,c,r,524288,3
0,234060008741,234061305261,1296520,16384000,0,0x00008000,0x00080000,c,l,32768,3,c,w,524288,3
1,234254147609,234255463141,1315532,16384000,0,0x00008000,0x00080000,c,l,32768,3,c,w,524288,3
2,234466451092,234467878455,1427363,16384000,0,0x00008000,0x00080000,c,l,32768,3,c,w,524288,3
3,234670852335,234672688459,1836124,16384000,0,0x00008000,0x00080000,c,l,32768,3,c,w,524288,3
0,11460265595218,11489250481246,28984886028,8388608000,0,0x01000000,0x00080000,c,l,16777216,3,c,r,524288,3
1,11489626129250,11519002686724,29376557474,8388608000,0,0x01000000,0x00080000,c,l,16777216,3,c,r,524288,3
2,11519214444042,11554004466894,34790022852,8388608000,0,0x01000000,0x00080000,c,l,16777216,3,c,r,524288,3
3,11554206666427,11594375116476,40168450049,8388608000,0,0x01000000,0x00080000,c,l,16777216,3,c,r,524288,3
0,2244913487006,2249224501190,4311014184,1310720000,0,0x00280000,0x00080000,c,l,2621440,3,c,r,524288,3
1,2249418128497,2253739754482,4321625985,1310720000,0,0x00280000,0x00080000,c,l,2621440,3,c,r,524288,3
2,2253950447393,2258507115333,4556667940,1310720000,0,0x00280000,0x00080000,c,l,2621440,3,c,r,524288,3
3,2258710673442,2265073010799,6362337357,1310720000,0,0x00280000,0x00080000,c,l,2621440,3,c,r,524288,3
0,1275440712708,1277168410435,1727697727,786432000,0,0x00180000,0x00080000,c,l,1572864,3,c,w,524288,3
1,1277362127600,1279920563362,2558435762,786432000,0,0x00180000,0x00080000,c,l,1572864,3,c,w,524288,3
2,1280134445423,1283005295140,2870849717,786432000,0,0x00180000,0x00080000,c,l,1572864,3,c,w,524288,3
3,1283206806664,1295138233699,11931427035,786432000,0,0x00180000,0x00080000,c,l,1572864,3,c,w,524288,3
0,771533514931,771675903138,142388207,524288000,0,0x00100000,0x00080000,c,l,1048576,3,c,r,524288,3
1,771870134165,773432323404,1562189239,524288000,0,0x00100000,0x00080000,c,l,1048576,3,c,r,524288,3
2,773642469241,775408330161,1765860920,524288000,0,0x00100000,0x00080000,c,l,1048576,3,c,r,524288,3
3,775610665228,778155474988,2544809760,524288000,0,0x00100000,0x00080000,c,l,1048576,3,c,r,524288,3
0,371179538681,371213474852,33936171,131072000,0,0x00040000,0x00080000,c,l,262144,3,c,w,524288,3
1,371406148763,371462553279,56404516,131072000,0,0x00040000,0x00080000,c,l,262144,3,c,w,524288,3
2,371674435740,372153659453,479223713,131072000,0,0x00040000,0x00080000,c,l,262144,3,c,w,524288,3
3,372358793089,374346353931,1987560842,131072000,0,0x00040000,0x00080000,c,l,262144,3,c,w,524288,3
0,155664493201,155671732044,7238843,32768000,0,0x00010000,0x00080000,c,l,65536,3,c,r,524288,3
1,155866140929,155876986493,10845564,32768000,0,0x00010000,0x00080000,c,l,65536,3,c,r,524288,3
2,156090484825,156104029718,13544893,32768000,0,0x00010000,0x00080000,c,l,65536,3,c,r,524288,3
3,156306674946,156320006198,13331252,32768000,0,0x00010000,0x00080000,c,l,65536,3,c,r,524288,3
0,1802565323805,1805865086448,3299762643,1048576000,0,0x00200000,0x00080000,c,l,2097152,3,c,w,524288,3
1,1806058131936,1809472634644,3414502708,1048576000,0,0x00200000,0x00080000,c,l,2097152,3,c,w,524288,3
2,1809686478520,1813513051121,3826572601,1048576000,0,0x00200000,0x00080000,c,l,2097152,3,c,w,524288,3
3,1813714776397,1829718754739,16003978342,1048576000,0,0x00200000,0x00080000,c,l,2097152,3,c,w,524288,3
0,598836609099,598905277070,68667971,262144000,0,0x00080000,0x00080000,c,l,524288,3,c,r,524288,3
1,599098129199,599205454443,107325244,262144000,0,0x00080000,0x00080000,c,l,524288,3,c,r,524288,3
2,599418458136,600300357622,881899486,262144000,0,0x00080000,0x00080000,c,l,524288,3,c,r,524288,3
3,600518663955,601791169430,1272505475,262144000,0,0x00080000,0x00080000,c,l,524288,3,c,r,524288,3
0,635056477967,635125163420,68685453,262144000,0,0x00080000,0x00080000,c,l,524288,3,c,w,524288,3
1,635318137231,635432915699,114778468,262144000,0,0x00080000,0x00080000,c,l,524288,3,c,w,524288,3
2,635646478608,636603553196,957074588,262144000,0,0x00080000,0x00080000,c,l,524288,3,c,w,524288,3
3,636806843628,640790669881,3983826253,262144000,0,0x00080000,0x00080000,c,l,524288,3,c,w,524288,3
0,1616345318563,1619610257366,3264938803,1048576000,0,0x00200000,0x00080000,c,l,2097152,3,c,r,524288,3
1,1619806129647,1623216453877,3410324230,1048576000,0,0x00200000,0x00080000,c,l,2097152,3,c,r,524288,3
2,1623430455500,1626965222904,3534767404,1048576000,0,0x00200000,0x00080000,c,l,2097152,3,c,r,524288,3
3,1627166668572,1632259459039,5092790467,1048576000,0,0x00200000,0x00080000,c,l,2097152,3,c,r,524288,3
0,165236451774,165243663715,7211941,32768000,0,0x00010000,0x00080000,c,l,65536,3,c,w,524288,3
1,165438151737,165449805472,11653735,32768000,0,0x00010000,0x00080000,c,l,65536,3,c,w,524288,3
2,165650472572,165664558769,14086197,32768000,0,0x00010000,0x00080000,c,l,65536,3,c,w,524288,3
3,165866810778,165880674133,13863355,32768000,0,0x00010000,0x00080000,c,l,65536,3,c,w,524288,3
0,353647892808,353681781624,33888816,131072000,0,0x00040000,0x00080000,c,l,262144,3,c,r,524288,3
1,353882159656,353934478053,52318397,131072000,0,0x00040000,0x00080000,c,l,262144,3,c,r,524288,3
2,354146460614,354585749156,439288542,131072000,0,0x00040000,0x00080000,c,l,262144,3,c,r,524288,3
3,354802693563,355438305741,635612178,131072000,0,0x00040000,0x00080000,c,l,262144,3,c,r,524288,3
