Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,457320272513,457356756068,36483555,16384000,0,0x00008000,0x00008000
1,457552669053,457597692402,45023349,16384000,0,0x00008000,0x00008000
2,457813010546,457876400360,63389814,16384000,0,0x00008000,0x00008000
3,458081671940,458154311088,72639148,16384000,0,0x00008000,0x00008000
