Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,98590151828386,98590164074570,12246184,20971520,0,0x00400000,0x00400000
1,98590306278308,98590345420779,39142471,20971520,0,0x00400000,0x00400000
2,98590558539073,98590631290193,72751120,20971520,0,0x00400000,0x00400000
3,98590851871982,98590949184676,97312694,20971520,0,0x00400000,0x00400000
