Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,312715921670276,312722900213863,6978543587,2097152000,0,0x00400000,0x00400000
1,312723096108646,312730096886774,7000778128,2097152000,0,0x00400000,0x00400000
2,312730300404779,312737331647471,7031242692,2097152000,0,0x00400000,0x00400000
3,312737536680967,312744582806347,7046125380,2097152000,0,0x00400000,0x00400000
