Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,23116914966674,23116983475789,68509115,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,r,2621440,3
1,23117178274133,23117639524470,461250337,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,r,2621440,3
2,23117850467807,23118429306142,578838335,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,r,2621440,3
3,23118634728478,23119408608062,773879584,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,r,2621440,3
0,23146278894555,23146347593680,68699125,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,w,2621440,3
1,23146542279692,23146617261634,74981942,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,w,2621440,3
2,23146830481078,23146906819106,76338028,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,w,2621440,3
3,23147115345731,23149931306904,2815961173,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,w,2621440,3
0,23044176169327,23044183391608,7222281,32768000,0,0x00010000,0x00280000,c,l,65536,2,c,r,2621440,3
1,23044378272070,23044386049127,7777057,32768000,0,0x00010000,0x00280000,c,l,65536,2,c,r,2621440,3
2,23044598471102,23044606601124,8130022,32768000,0,0x00010000,0x00280000,c,l,65536,2,c,r,2621440,3
3,23044810730410,23044818968884,8238474,32768000,0,0x00010000,0x00280000,c,l,65536,2,c,r,2621440,3
0,24324434702878,24329382508179,4947805301,2097152000,0,0x00400000,0x00280000,c,l,4194304,2,c,r,2621440,3
1,24329578247377,24334534154977,4955907600,2097152000,0,0x00400000,0x00280000,c,l,4194304,2,c,r,2621440,3
2,24334746488503,24339715192092,4968703589,2097152000,0,0x00400000,0x00280000,c,l,4194304,2,c,r,2621440,3
3,24339918743280,24346524366275,6605622995,2097152000,0,0x00400000,0x00280000,c,l,4194304,2,c,r,2621440,3
