Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,1222593001163,1222644076376,51075213,16384000,16384000,0x00008000,0x00008000
1,1222840666399,1222892217449,51551050,16384000,16384000,0x00008000,0x00008000
2,1223092836755,1223144585825,51749070,16384000,16384000,0x00008000,0x00008000
3,1223349018582,1223400968032,51949450,16384000,16384000,0x00008000,0x00008000
