Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,23082480297098,23082514164792,33867694,131072000,0,0x00040000,0x00100000
1,23082710256985,23082991437000,281180015,131072000,0,0x00040000,0x00100000
2,23083202487887,23083244571142,42083255,131072000,0,0x00040000,0x00100000
3,23083446736412,23083487812696,41076284,131072000,0,0x00040000,0x00100000
