Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,115709570967,115718089818,8518851,16384000,0,0x00008000,0x00008000
1,115916664229,115925694311,9030082,16384000,0,0x00008000,0x00008000
2,116128842659,116137901984,9059325,16384000,0,0x00008000,0x00008000
3,116345013668,116354282174,9268506,16384000,0,0x00008000,0x00008000
