Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,305504745060,305521268050,16522990,65536000,0,0x00020000,0x00010000,c,l,131072,3,c,w,65536,3
1,305714131031,305740183924,26052893,65536000,0,0x00020000,0x00010000,c,l,131072,3,c,w,65536,3
2,305938303450,305972908267,34604817,65536000,0,0x00020000,0x00010000,c,l,131072,3,c,w,65536,3
3,306190483267,306229957681,39474414,65536000,0,0x00020000,0x00010000,c,l,131072,3,c,w,65536,3
0,140556817853,147534957030,6978139177,2097152000,0,0x00400000,0x00010000,c,l,4194304,3,c,r,65536,3
1,147730122410,154771142319,7041019909,2097152000,0,0x00400000,0x00010000,c,l,4194304,3,c,r,65536,3
2,154982302327,162193334614,7211032287,2097152000,0,0x00400000,0x00010000,c,l,4194304,3,c,r,65536,3
3,162394479141,169749167071,7354687930,2097152000,0,0x00400000,0x00010000,c,l,4194304,3,c,r,65536,3
0,12606233546040,12635217764902,28984218862,8388608000,0,0x01000000,0x00010000,c,l,16777216,3,c,w,65536,3
1,12635594131957,12665058682293,29464550336,8388608000,0,0x01000000,0x00010000,c,l,16777216,3,c,w,65536,3
2,12665270303447,12696205412927,30935109480,8388608000,0,0x01000000,0x00010000,c,l,16777216,3,c,w,65536,3
3,12696422490067,12728207380354,31784890287,8388608000,0,0x01000000,0x00010000,c,l,16777216,3,c,w,65536,3
0,70075180826,70076475776,1294950,16384000,0,0x00008000,0x00010000,c,l,32768,3,c,r,65536,3
1,70270124274,70271423974,1299700,16384000,0,0x00008000,0x00010000,c,l,32768,3,c,r,65536,3
2,70482302165,70483612215,1310050,16384000,0,0x00008000,0x00010000,c,l,32768,3,c,r,65536,3
3,70698473784,70699788955,1315171,16384000,0,0x00008000,0x00010000,c,l,32768,3,c,r,65536,3
0,350443038158,350476969278,33931120,131072000,0,0x00040000,0x00010000,c,l,262144,3,c,r,65536,3
1,350670125638,350716971989,46846351,131072000,0,0x00040000,0x00010000,c,l,262144,3,c,r,65536,3
2,350930301294,350997136272,66834978,131072000,0,0x00040000,0x00010000,c,l,262144,3,c,r,65536,3
3,351198479970,351276604426,78124456,131072000,0,0x00040000,0x00010000,c,l,262144,3,c,r,65536,3
0,594359794318,594428406094,68611776,262144000,0,0x00080000,0x00010000,c,l,524288,3,c,r,65536,3
1,594622126269,594716629122,94502853,262144000,0,0x00080000,0x00010000,c,l,524288,3,c,r,65536,3
2,594930307002,595065091189,134784187,262144000,0,0x00080000,0x00010000,c,l,524288,3,c,r,65536,3
3,595266492283,595423670508,157178225,262144000,0,0x00080000,0x00010000,c,l,524288,3,c,r,65536,3
0,2189708804618,2194019493230,4310688612,1310720000,0,0x00280000,0x00010000,c,l,2621440,3,c,r,65536,3
1,2194218133938,2198535669744,4317535806,1310720000,0,0x00280000,0x00010000,c,l,2621440,3,c,r,65536,3
2,2198734303641,2203141774953,4407471312,1310720000,0,0x00280000,0x00010000,c,l,2621440,3,c,r,65536,3
3,2203346483437,2207824003768,4477520331,1310720000,0,0x00280000,0x00010000,c,l,2621440,3,c,r,65536,3
0,1246523914362,1248245941493,1722027131,786432000,0,0x00180000,0x00010000,c,l,1572864,3,c,w,65536,3
1,1248442130695,1250368577550,1926446855,786432000,0,0x00180000,0x00010000,c,l,1572864,3,c,w,65536,3
2,1250566314128,1252723644392,2157330264,786432000,0,0x00180000,0x00010000,c,l,1572864,3,c,w,65536,3
3,1252926477129,1255258950003,2332472874,786432000,0,0x00180000,0x00010000,c,l,1572864,3,c,w,65536,3
0,1758960467999,1762282798697,3322330698,1048576000,0,0x00200000,0x00010000,c,l,2097152,3,c,w,65536,3
1,1762478129354,1765857935755,3379806401,1048576000,0,0x00200000,0x00010000,c,l,2097152,3,c,w,65536,3
2,1766058303125,1769508742914,3450439789,1048576000,0,0x00200000,0x00010000,c,l,2097152,3,c,w,65536,3
3,1769726481349,1773243269257,3516787908,1048576000,0,0x00200000,0x00010000,c,l,2097152,3,c,w,65536,3
0,153055800628,153063009198,7208570,32768000,0,0x00010000,0x00010000,c,l,65536,3,c,r,65536,3
1,153258130404,153267881228,9750824,32768000,0,0x00010000,0x00010000,c,l,65536,3,c,r,65536,3
2,153466350909,153480239936,13889027,32768000,0,0x00010000,0x00010000,c,l,65536,3,c,r,65536,3
3,153682487424,153698711175,16223751,32768000,0,0x00010000,0x00010000,c,l,65536,3,c,r,65536,3
0,829616903960,829759085827,142181867,524288000,0,0x00100000,0x00010000,c,l,1048576,3,c,w,65536,3
1,829954130175,830355148194,401018019,524288000,0,0x00100000,0x00010000,c,l,1048576,3,c,w,65536,3
2,830554300192,831193340403,639040211,524288000,0,0x00100000,0x00010000,c,l,1048576,3,c,w,65536,3
3,831410477009,832246348687,835871678,524288000,0,0x00100000,0x00010000,c,l,1048576,3,c,w,65536,3
0,759700997939,759842566394,141568455,524288000,0,0x00100000,0x00010000,c,l,1048576,3,c,r,65536,3
1,760038128864,760421579327,383450463,524288000,0,0x00100000,0x00010000,c,l,1048576,3,c,r,65536,3
2,760622317644,761252296770,629979126,524288000,0,0x00100000,0x00010000,c,l,1048576,3,c,r,65536,3
3,761454483512,762283542439,829058927,524288000,0,0x00100000,0x00010000,c,l,1048576,3,c,r,65536,3
0,162624135319,162631358470,7223151,32768000,0,0x00010000,0x00010000,c,l,65536,3,c,w,65536,3
1,162826130622,162837191477,11060855,32768000,0,0x00010000,0x00010000,c,l,65536,3,c,w,65536,3
2,163050306501,163064952614,14646113,32768000,0,0x00010000,0x00010000,c,l,65536,3,c,w,65536,3
3,163266486341,163283176938,16690597,32768000,0,0x00010000,0x00010000,c,l,65536,3,c,w,65536,3
0,1117059923613,1118776454744,1716531131,786432000,0,0x00180000,0x00010000,c,l,1572864,3,c,r,65536,3
1,1118970127345,1120891448938,1921321593,786432000,0,0x00180000,0x00010000,c,l,1572864,3,c,r,65536,3
2,1121090308758,1123234661025,2144352267,786432000,0,0x00180000,0x00010000,c,l,1572864,3,c,r,65536,3
3,1123438483971,1125763631103,2325147132,786432000,0,0x00180000,0x00010000,c,l,1572864,3,c,r,65536,3
0,2424286266842,2428596345643,4310078801,1310720000,0,0x00280000,0x00010000,c,l,2621440,3,c,w,65536,3
1,2428790135646,2433113474942,4323339296,1310720000,0,0x00280000,0x00010000,c,l,2621440,3,c,w,65536,3
2,2433310307709,2437737058437,4426750728,1310720000,0,0x00280000,0x00010000,c,l,2621440,3,c,w,65536,3
3,2437938486794,2442432074860,4493588066,1310720000,0,0x00280000,0x00010000,c,l,2621440,3,c,w,65536,3
0,630519747659,630588516031,68768372,262144000,0,0x00080000,0x00010000,c,l,524288,3,c,w,65536,3
1,630782135666,630889108945,106973279,262144000,0,0x00080000,0x00010000,c,l,524288,3,c,w,65536,3
