Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,3985785934801,3985799321308,13386507,131072000,131072000,0x00040000,0x00040000
1,3985994163196,3986015841162,21677966,131072000,131072000,0x00040000,0x00040000
2,3986226317212,3986259025500,32708288,131072000,131072000,0x00040000,0x00040000
3,3986462693070,3986507425980,44732910,131072000,131072000,0x00040000,0x00040000
