Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,1105820393450,1105834626772,14233322,131072000,0,0x00040000,0x00400000
1,1106030577831,1106045534045,14956214,131072000,0,0x00040000,0x00400000
2,1106258720596,1106275089282,16368686,131072000,0,0x00040000,0x00400000
3,1106479075993,1106526644646,47568653,131072000,0,0x00040000,0x00400000
