Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,1342532880190,1342599272144,66391954,16384000,16384000,0x00008000,0x00008000
1,1342796668287,1342865684303,69016016,16384000,16384000,0x00008000,0x00008000
2,1343068852133,1343138214783,69362650,16384000,16384000,0x00008000,0x00008000
3,1343345025187,1343415869076,70843889,16384000,16384000,0x00008000,0x00008000
