Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,881793018661,881822699997,29681336,16384000,0,0x00008000,0x00008000
1,882020672798,882050369085,29696287,16384000,0,0x00008000,0x00008000
2,882264839594,882294765514,29925920,16384000,0,0x00008000,0x00008000
3,882501010912,882531559354,30548442,16384000,0,0x00008000,0x00008000
