Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,209108837967443,209108845187074,7219631,32768000,0,0x00010000,0x00280000,c,l,65536,2,c,w,2621440,2
1,209109040222441,209109048121901,7899460,32768000,0,0x00010000,0x00280000,c,l,65536,2,c,w,2621440,2
2,209109264649996,209109273707010,9057014,32768000,0,0x00010000,0x00280000,c,l,65536,2,c,w,2621440,2
3,209109481072270,209109499722643,18650373,32768000,0,0x00010000,0x00280000,c,l,65536,2,c,w,2621440,2
0,209926828703039,209931778280757,4949577718,2097152000,0,0x00400000,0x00280000,c,l,4194304,2,c,w,2621440,2
1,209931976253527,209940906401503,8930147976,2097152000,0,0x00400000,0x00280000,c,l,4194304,2,c,w,2621440,2
2,209941120659371,209950509008398,9388349027,2097152000,0,0x00400000,0x00280000,c,l,4194304,2,c,w,2621440,2
3,209950717035284,209961232722422,10515687138,2097152000,0,0x00400000,0x00280000,c,l,4194304,2,c,w,2621440,2
0,203121113819626,203121121025586,7205960,32768000,0,0x00010000,0x00280000,c,l,65536,2,c,r,2621440,2
1,203121316149092,203121324201687,8052595,32768000,0,0x00010000,0x00280000,c,l,65536,2,c,r,2621440,2
2,203121540411540,203121549210449,8798909,32768000,0,0x00010000,0x00280000,c,l,65536,2,c,r,2621440,2
3,203121756687490,203121766009781,9322291,32768000,0,0x00010000,0x00280000,c,l,65536,2,c,r,2621440,2
0,203726848728384,203731797465148,4948736764,2097152000,0,0x00400000,0x00280000,c,l,4194304,2,c,r,2621440,2
1,203731992120837,203737010453515,5018332678,2097152000,0,0x00400000,0x00280000,c,l,4194304,2,c,r,2621440,2
2,203737224401402,203742324838293,5100436891,2097152000,0,0x00400000,0x00280000,c,l,4194304,2,c,r,2621440,2
3,203742532682481,203747824123637,5291441156,2097152000,0,0x00400000,0x00280000,c,l,4194304,2,c,r,2621440,2
0,209161972965853,209162041485229,68519376,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,w,2621440,2
1,209162236231768,209163339167650,1102935882,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,w,2621440,2
2,209163552631469,209164703105281,1150473812,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,w,2621440,2
3,209164908989122,209166196344821,1287355699,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,w,2621440,2
0,203163968883924,203164037434054,68550130,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,r,2621440,2
1,203164232100984,203164818048151,585947167,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,r,2621440,2
2,203165032398258,203165631844023,599445765,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,r,2621440,2
3,203165836701211,203166465399729,628698518,262144000,0,0x00080000,0x00280000,c,l,524288,2,c,r,2621440,2
0,209119574928380,209119591444700,16516320,65536000,0,0x00020000,0x00280000,c,l,131072,2,c,w,2621440,2
1,209119788322581,209119806751123,18428542,65536000,0,0x00020000,0x00280000,c,l,131072,2,c,w,2621440,2
2,209120020635433,209120041443673,20808240,65536000,0,0x00020000,0x00280000,c,l,131072,2,c,w,2621440,2
3,209120249003031,209120279023151,30020120,65536000,0,0x00020000,0x00280000,c,l,131072,2,c,w,2621440,2
0,1145834452703,1166642460581,20808007878,8388608000,0,0x01000000,0x00280000,c,l,16777216,2,c,w,2621440,2
1,1167018376391,1203131177011,36112800620,8388608000,0,0x01000000,0x00280000,c,l,16777216,2,c,w,2621440,2
2,1203342690055,1241383472364,38040782309,8388608000,0,0x01000000,0x00280000,c,l,16777216,2,c,w,2621440,2
3,1241587025922,1288486668653,46899642731,8388608000,0,0x01000000,0x00280000,c,l,16777216,2,c,w,2621440,2
0,203201660992584,203201800797403,139804819,524288000,0,0x00100000,0x00280000,c,l,1048576,2,c,r,2621440,2
1,203201996113229,203203181907760,1185794531,524288000,0,0x00100000,0x00280000,c,l,1048576,2,c,r,2621440,2
2,203203396408242,203204606111252,1209703010,524288000,0,0x00100000,0x00280000,c,l,1048576,2,c,r,2621440,2
