Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,5122901351402,5122928968951,27617549,16384000,0,0x00008000,0x00008000
1,5123124666955,5123156433859,31766904,16384000,0,0x00008000,0x00008000
2,5123368855313,5123401895345,33040032,16384000,0,0x00008000,0x00008000
3,5123609026801,5123642508386,33481585,16384000,0,0x00008000,0x00008000
