Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,203145515568741,203145549438155,33869414,131072000,0,0x00040000,0x00400000
1,203145744153340,203145783106722,38953382,131072000,0,0x00040000,0x00400000
2,203145996410255,203146074137171,77726916,131072000,0,0x00040000,0x00400000
3,203146280681119,203146591712626,311031507,131072000,0,0x00040000,0x00400000
