Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,98926811863945,98926832039381,20175436,20971520,20971520,0x00400000,0x00400000
1,98926966287055,98927018806222,52519167,20971520,20971520,0x00400000,0x00400000
2,98927230499624,98927313094157,82594533,20971520,20971520,0x00400000,0x00400000
3,98927531410010,98927646789368,115379358,20971520,20971520,0x00400000,0x00400000
