Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,448280368710,448294597282,14228572,131072000,0,0x00040000,0x00400000
1,448490168083,448505189844,15021761,131072000,0,0x00040000,0x00400000
2,448718339331,448816646344,98307013,131072000,0,0x00040000,0x00400000
3,449018674880,449592557000,573882120,131072000,0,0x00040000,0x00400000
