Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,941396026517,941425705773,29679256,16384000,0,0x00008000,0x00008000
1,941624663992,941661569319,36905327,16384000,0,0x00008000,0x00008000
2,941876928787,941921664457,44735670,16384000,0,0x00008000,0x00008000
3,942129204454,942177405350,48200896,16384000,0,0x00008000,0x00008000
