Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,726572935925,726624011239,51075314,16384000,16384000,0x00008000,0x00008000
1,726820663627,726873331520,52667893,16384000,16384000,0x00008000,0x00008000
2,727088842703,727142115206,53272503,16384000,16384000,0x00008000,0x00008000
3,727349028180,727403201513,54173333,16384000,16384000,0x00008000,0x00008000
