Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,1127218528292,1127989064112,770535820,2097152000,0,0x00400000,0x00400000
1,1128182278607,1128963722067,781443460,2097152000,0,0x00400000,0x00400000
2,1129174474945,1129967286230,792811285,2097152000,0,0x00400000,0x00400000
3,1130174731648,1131284485851,1109754203,2097152000,0,0x00400000,0x00400000
