Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,95597483263,95633966528,36483265,16384000,0,0x00008000,0x00008000
1,95836679513,95873164438,36484925,16384000,0,0x00008000,0x00008000
2,96088835638,96125813982,36978344,16384000,0,0x00008000,0x00008000
3,96333019556,96370303271,37283715,16384000,0,0x00008000,0x00008000
