Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,172277938098,174362968699,2085030601,2097152000,2097152000,0x00400000,0x00400000
1,174558401436,176799240004,2240838568,2097152000,2097152000,0x00400000,0x00400000
2,177010676080,179429460528,2418784448,2097152000,2097152000,0x00400000,0x00400000
3,179634982044,182346987840,2712005796,2097152000,2097152000,0x00400000,0x00400000
