Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,273137476202,274355089863,1217613661,2097152000,0,0x00400000,0x00400000
1,274456646230,275685556039,1228909809,2097152000,0,0x00400000,0x00400000
2,275886479485,277118011106,1231531621,2097152000,0,0x00400000,0x00400000
3,277322679106,278558815907,1236136801,2097152000,0,0x00400000,0x00400000
