Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,23087689468334,23087723301574,33833240,131072000,0,0x00040000,0x01000000,c,l,262144,2,c,r,16777216,3
1,23087918309739,23087955631118,37321379,131072000,0,0x00040000,0x01000000,c,l,262144,2,c,r,16777216,3
2,23088166451773,23088205546829,39095056,131072000,0,0x00040000,0x01000000,c,l,262144,2,c,r,16777216,3
3,23088410760083,23088452754609,41994526,131072000,0,0x00040000,0x01000000,c,l,262144,2,c,r,16777216,3
0,23153765235650,23153833609911,68374261,262144000,0,0x00080000,0x01000000,c,l,524288,2,c,w,16777216,3
1,23154026281473,23154101170865,74889392,262144000,0,0x00080000,0x01000000,c,l,524288,2,c,w,16777216,3
2,23154318497080,23154394963120,76466040,262144000,0,0x00080000,0x01000000,c,l,524288,2,c,w,16777216,3
3,23154615402166,23156752109750,2136707584,262144000,0,0x00080000,0x01000000,c,l,524288,2,c,w,16777216,3
0,23075839471925,23075856020149,16548224,65536000,0,0x00020000,0x01000000,c,l,131072,2,c,w,16777216,3
1,23076050312592,23076068026562,17713970,65536000,0,0x00020000,0x01000000,c,l,131072,2,c,w,16777216,3
2,23076278476219,23076296845125,18368906,65536000,0,0x00020000,0x01000000,c,l,131072,2,c,w,16777216,3
3,23076535365167,23076558462705,23097538,65536000,0,0x00020000,0x01000000,c,l,131072,2,c,w,16777216,3
0,23036382017937,23036383311306,1293369,16384000,0,0x00008000,0x01000000,c,l,32768,2,c,w,16777216,3
1,23036578295448,23036579646864,1351416,16384000,0,0x00008000,0x01000000,c,l,32768,2,c,w,16777216,3
2,23036790495741,23036791860107,1364366,16384000,0,0x00008000,0x01000000,c,l,32768,2,c,w,16777216,3
3,23037027288001,23037028841486,1553485,16384000,0,0x00008000,0x01000000,c,l,32768,2,c,w,16777216,3
0,25654531133852,25675339406027,20808272175,8388608000,0,0x01000000,0x01000000,c,l,16777216,2,c,r,16777216,3
1,25675714264062,25696599369383,20885105321,8388608000,0,0x01000000,0x01000000,c,l,16777216,2,c,r,16777216,3
2,25696814483086,25717795268838,20980785752,8388608000,0,0x01000000,0x01000000,c,l,16777216,2,c,r,16777216,3
