Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,2735318067469,2735332245506,14178037,131072000,0,0x00040000,0x00040000
1,2735526148480,2735547982532,21834052,131072000,0,0x00040000,0x00040000
2,2735758345251,2735790427156,32081905,131072000,0,0x00040000,0x00040000
3,2735994687515,2736037461249,42773734,131072000,0,0x00040000,0x00040000
