Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,409844789644,416823402558,6978612914,2097152000,0,0x00400000,0x00400000
1,417018270818,424159469297,7141198479,2097152000,0,0x00400000,0x00400000
2,424370463009,433582209321,9211746312,2097152000,0,0x00400000,0x00400000
3,433786723005,446878528842,13091805837,2097152000,0,0x00400000,0x00400000
