Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,310075660966143,310080608910777,4947944634,2097152000,0,0x00400000,0x00400000
1,310080804106591,310085756635154,4952528563,2097152000,0,0x00400000,0x00400000
2,310085972504533,310092231657160,6259152627,2097152000,0,0x00400000,0x00400000
3,310092441351822,310114294628230,21853276408,2097152000,0,0x00400000,0x00400000
