Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,333483697818,333497230540,13532722,131072000,131072000,0x00040000,0x00040000
1,333690134114,333712286198,22152084,131072000,131072000,0x00040000,0x00040000
2,333922304832,333955458205,33153373,131072000,131072000,0x00040000,0x00040000
3,334158485191,334202303489,43818298,131072000,131072000,0x00040000,0x00040000
