Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,5194916339208,5201894279824,6977940616,2097152000,0,0x00400000,0x00400000
1,5202090274247,5209231112450,7140838203,2097152000,0,0x00400000,0x00400000
2,5209442463778,5218654017710,9211553932,2097152000,0,0x00400000,0x00400000
3,5218858699652,5231952746442,13094046790,2097152000,0,0x00400000,0x00400000
