Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,203123775082982,203123791665309,16582327,65536000,0,0x00020000,0x00008000,c,l,131072,2,c,r,32768,2
1,203123987981204,203124004775572,16794368,65536000,0,0x00020000,0x00008000,c,l,131072,2,c,r,32768,2
2,203124204217370,203124221130850,16913480,65536000,0,0x00020000,0x00008000,c,l,131072,2,c,r,32768,2
3,203124424485879,203124441564925,17079046,65536000,0,0x00020000,0x00008000,c,l,131072,2,c,r,32768,2
0,209710124834464,209715072579829,4947745365,2097152000,0,0x00400000,0x00008000,c,l,4194304,2,c,w,32768,2
1,209715267965852,209720216615467,4948649615,2097152000,0,0x00400000,0x00008000,c,l,4194304,2,c,w,32768,2
2,209720416236662,209725367967975,4951731313,2097152000,0,0x00400000,0x00008000,c,l,4194304,2,c,w,32768,2
3,209725572480620,209730527846456,4955365836,2097152000,0,0x00400000,0x00008000,c,l,4194304,2,c,w,32768,2
0,209092448376430,209092449672910,1296480,16384000,0,0x00008000,0x00008000,c,l,32768,2,c,w,32768,2
1,209092647971533,209092649265433,1293900,16384000,0,0x00008000,0x00008000,c,l,32768,2,c,w,32768,2
2,209092848243654,209092849536383,1292729,16384000,0,0x00008000,0x00008000,c,l,32768,2,c,w,32768,2
3,209093052477861,209093053771680,1293819,16384000,0,0x00008000,0x00008000,c,l,32768,2,c,w,32768,2
0,203790950723246,203811760094890,20809371644,8388608000,0,0x01000000,0x00008000,c,l,16777216,2,c,r,32768,2
1,203812139956185,203832958613207,20818657022,8388608000,0,0x01000000,0x00008000,c,l,16777216,2,c,r,32768,2
2,203833160221071,203853988363250,20828142179,8388608000,0,0x01000000,0x00008000,c,l,16777216,2,c,r,32768,2
3,203854192487026,203875038342265,20845855239,8388608000,0,0x01000000,0x00008000,c,l,16777216,2,c,r,32768,2
0,209122400893592,209122434735094,33841502,131072000,0,0x00040000,0x00008000,c,l,262144,2,c,w,32768,2
1,209122631973871,209122666201581,34227710,131072000,0,0x00040000,0x00008000,c,l,262144,2,c,w,32768,2
2,209122868228157,209122903129484,34901327,131072000,0,0x00040000,0x00008000,c,l,262144,2,c,w,32768,2
3,209123108479442,209123144278489,35799047,131072000,0,0x00040000,0x00008000,c,l,262144,2,c,w,32768,2
0,203215677268462,203216923120524,1245852062,786432000,0,0x00180000,0x00008000,c,l,1572864,2,c,r,32768,2
1,203217119963662,203218347483902,1227520240,786432000,0,0x00180000,0x00008000,c,l,1572864,2,c,r,32768,2
2,203218548222759,203219778193695,1229970936,786432000,0,0x00180000,0x00008000,c,l,1572864,2,c,r,32768,2
3,203219984481086,203221214375424,1229894338,786432000,0,0x00180000,0x00008000,c,l,1572864,2,c,r,32768,2
0,209510469963818,209513484040876,3014077058,1310720000,0,0x00280000,0x00008000,c,l,2621440,2,c,w,32768,2
1,209513691957981,209516707982603,3016024622,1310720000,0,0x00280000,0x00008000,c,l,2621440,2,c,w,32768,2
2,209516908232052,209519924475586,3016243534,1310720000,0,0x00280000,0x00008000,c,l,2621440,2,c,w,32768,2
3,209520128486701,209523146904103,3018417402,1310720000,0,0x00280000,0x00008000,c,l,2621440,2,c,w,32768,2
0,209140320886168,209140389487092,68600924,262144000,0,0x00080000,0x00008000,c,l,524288,2,c,w,32768,2
1,209140583955393,209140653517083,69561690,262144000,0,0x00080000,0x00008000,c,l,524288,2,c,w,32768,2
2,209140852225058,209140923397769,71172711,262144000,0,0x00080000,0x00008000,c,l,524288,2,c,w,32768,2
3,209141128484281,209141201150911,72666630,262144000,0,0x00080000,0x00008000,c,l,524288,2,c,w,32768,2
0,203296080512989,203298379289616,2298776627,1048576000,0,0x00200000,0x00008000,c,l,2097152,2,c,r,32768,2
1,203298575953716,203300848862149,2272908433,1048576000,0,0x00200000,0x00008000,c,l,2097152,2,c,r,32768,2
2,203301048234510,203303330558643,2282324133,1048576000,0,0x00200000,0x00008000,c,l,2097152,2,c,r,32768,2
3,203303536483659,203305822917933,2286434274,1048576000,0,0x00200000,0x00008000,c,l,2097152,2,c,r,32768,2
0,203172217113764,203172357902442,140788678,524288000,0,0x00100000,0x00008000,c,l,1048576,2,c,r,32768,2
1,203172555958441,203172698939217,142980776,524288000,0,0x00100000,0x00008000,c,l,1048576,2,c,r,32768,2
2,203172900220329,203173046795124,146574795,524288000,0,0x00100000,0x00008000,c,l,1048576,2,c,r,32768,2
3,203173252481235,203173401492304,149011069,524288000,0,0x00100000,0x00008000,c,l,1048576,2,c,r,32768,2
0,209101781985359,209101789197859,7212500,32768000,0,0x00010000,0x00008000,c,l,65536,2,c,w,32768,2
1,209101983949008,209101991194762,7245754,32768000,0,0x00010000,0x00008000,c,l,65536,2,c,w,32768,2
2,209102192276694,209102199729228,7452534,32768000,0,0x00010000,0x00008000,c,l,65536,2,c,w,32768,2
3,209102404532342,209102411994127,7461785,32768000,0,0x00010000,0x00008000,c,l,65536,2,c,w,32768,2
0,203114089878744,203114097099635,7220891,32768000,0,0x00010000,0x00008000,c,l,65536,2,c,r,32768,2
1,203114291955615,203114299243563,7287948,32768000,0,0x00010000,0x00008000,c,l,65536,2,c,r,32768,2
2,203114500266459,203114507593841,7327382,32768000,0,0x00010000,0x00008000,c,l,65536,2,c,r,32768,2
3,203114712496114,203114719888453,7392339,32768000,0,0x00010000,0x00008000,c,l,65536,2,c,r,32768,2
0,209175177389662,209175316942776,139553114,524288000,0,0x00100000,0x00008000,c,l,1048576,2,c,w,32768,2
1,209175511972293,209175656379071,144406778,524288000,0,0x00100000,0x00008000,c,l,1048576,2,c,w,32768,2
2,209175856234130,209176004142669,147908539,524288000,0,0x00100000,0x00008000,c,l,1048576,2,c,w,32768,2
3,209176208485806,209176361277223,152791417,524288000,0,0x00100000,0x00008000,c,l,1048576,2,c,w,32768,2
0,203148161136799,203148229824002,68687203,262144000,0,0x00080000,0x00008000,c,l,524288,2,c,r,32768,2
1,203148427973660,203148496974034,69000374,262144000,0,0x00080000,0x00008000,c,l,524288,2,c,r,32768,2
2,203148696216892,203148766815016,70598124,262144000,0,0x00080000,0x00008000,c,l,524288,2,c,r,32768,2
3,203148972494447,203149043576159,71081712,262144000,0,0x00080000,0x00008000,c,l,524288,2,c,r,32768,2
0,203411269884379,203414285096690,3015212311,1310720000,0,0x00280000,0x00008000,c,l,2621440,2,c,r,32768,2
1,203414479952070,203417495646379,3015694309,1310720000,0,0x00280000,0x00008000,c,l,2621440,2,c,r,32768,2
2,203417696217980,203420712689997,3016472017,1310720000,0,0x00280000,0x00008000,c,l,2621440,2,c,r,32768,2
3,203420916481360,203423934570759,3018089399,1310720000,0,0x00280000,0x00008000,c,l,2621440,2,c,r,32768,2
0,209240093376356,209241332087144,1238710788,786432000,0,0x00180000,0x00008000,c,l,1572864,2,c,w,32768,2
1,209241527963376,209242754663674,1226700298,786432000,0,0x00180000,0x00008000,c,l,1572864,2,c,w,32768,2
2,209242956222453,209244183325782,1227103329,786432000,0,0x00180000,0x00008000,c,l,1572864,2,c,w,32768,2
3,209244388486701,209245622396570,1233909869,786432000,0,0x00180000,0x00008000,c,l,1572864,2,c,w,32768,2
0,209352388607821,209354739619428,2351011607,1048576000,0,0x00200000,0x00008000,c,l,2097152,2,c,w,32768,2
1,209354935951815,209357225268987,2289317172,1048576000,0,0x00200000,0x00008000,c,l,2097152,2,c,w,32768,2
2,209357424223006,209359705867411,2281644405,1048576000,0,0x00200000,0x00008000,c,l,2097152,2,c,w,32768,2
3,209359912488866,209362202368615,2289879749,1048576000,0,0x00200000,0x00008000,c,l,2097152,2,c,w,32768,2
0,203134109086727,203134143012157,33925430,131072000,0,0x00040000,0x00008000,c,l,262144,2,c,r,32768,2
1,203134339950254,203134374099256,34149002,131072000,0,0x00040000,0x00008000,c,l,262144,2,c,r,32768,2
2,203134576222092,203134611082765,34860673,131072000,0,0x00040000,0x00008000,c,l,262144,2,c,r,32768,2
3,203134816491049,203134851617719,35126670,131072000,0,0x00040000,0x00008000,c,l,262144,2,c,r,32768,2
0,203557030879819,203561979458738,4948578919,2097152000,0,0x00400000,0x00008000,c,l,4194304,2,c,r,32768,2
1,203562175960211,203567126316077,4950355866,2097152000,0,0x00400000,0x00008000,c,l,4194304,2,c,r,32768,2
2,203567328233532,203572280708910,4952475378,2097152000,0,0x00400000,0x00008000,c,l,4194304,2,c,r,32768,2
3,203572484486421,203577436667269,4952180848,2097152000,0,0x00400000,0x00008000,c,l,4194304,2,c,r,32768,2
0,210030586604168,210051394418816,20807814648,8388608000,0,0x01000000,0x00008000,c,l,16777216,2,c,w,32768,2
1,210051651229056,210072473403870,20822174814,8388608000,0,0x01000000,0x00008000,c,l,16777216,2,c,w,32768,2
2,210072724471506,210093553610705,20829139199,8388608000,0,0x01000000,0x00008000,c,l,16777216,2,c,w,32768,2
3,210093781504315,210114632040003,20850535688,8388608000,0,0x01000000,0x00008000,c,l,16777216,2,c,w,32768,2
0,203104769395507,203104770691007,1295500,16384000,0,0x00008000,0x00008000,c,l,32768,2,c,r,32768,2
1,203104967949026,203104969244645,1295619,16384000,0,0x00008000,0x00008000,c,l,32768,2,c,r,32768,2
2,203105168273332,203105169582253,1308921,16384000,0,0x00008000,0x00008000,c,l,32768,2,c,r,32768,2
3,203105376483856,203105377778785,1294929,16384000,0,0x00008000,0x00008000,c,l,32768,2,c,r,32768,2
0,209111530941607,209111547430445,16488838,65536000,0,0x00020000,0x00008000,c,l,131072,2,c,w,32768,2
1,209111743952470,209111760713915,16761445,65536000,0,0x00020000,0x00008000,c,l,131072,2,c,w,32768,2
2,209111960240891,209111977294345,17053454,65536000,0,0x00020000,0x00008000,c,l,131072,2,c,w,32768,2
