Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,6062594285811,6069573665021,6979379210,2097152000,0,0x00400000,0x00400000
1,6069782229190,6084245162386,14462933196,2097152000,0,0x00400000,0x00400000
2,6084458482160,6114710627810,30252145650,2097152000,0,0x00400000,0x00400000
3,6114927352495,6160455148315,45527795820,2097152000,0,0x00400000,0x00400000
