Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,665854922901,665923577071,68654170,262144000,0,0x00080000,0x00200000,c,l,524288,3,c,w,2097152,3
1,666118239791,668071524338,1953284547,262144000,0,0x00080000,0x00200000,c,l,524288,3,c,w,2097152,3
2,668282506109,672145231001,3862724892,262144000,0,0x00080000,0x00200000,c,l,524288,3,c,w,2097152,3
3,672351597791,678677234481,6325636690,262144000,0,0x00080000,0x00200000,c,l,524288,3,c,w,2097152,3
0,611063198145,611131933653,68735508,262144000,0,0x00080000,0x00200000,c,l,524288,3,c,r,2097152,3
1,611326263640,612208421973,882158333,262144000,0,0x00080000,0x00200000,c,l,524288,3,c,r,2097152,3
2,612418506794,613549638464,1131131670,262144000,0,0x00080000,0x00200000,c,l,524288,3,c,r,2097152,3
3,613754730906,615359553525,1604822619,262144000,0,0x00080000,0x00200000,c,l,524288,3,c,r,2097152,3
0,167835298884,167842477251,7178367,32768000,0,0x00010000,0x00200000,c,l,65536,3,c,w,2097152,3
1,168038258603,168046281564,8022961,32768000,0,0x00010000,0x00200000,c,l,65536,3,c,w,2097152,3
2,168258653574,168267444052,8790478,32768000,0,0x00010000,0x00200000,c,l,65536,3,c,w,2097152,3
3,168475587079,168485643364,10056285,32768000,0,0x00010000,0x00200000,c,l,65536,3,c,w,2097152,3
0,859361074744,866339367885,6978293141,2097152000,0,0x00400000,0x00200000,c,l,4194304,3,c,w,2097152,3
1,866534243907,882166734462,15632490555,2097152000,0,0x00400000,0x00200000,c,l,4194304,3,c,w,2097152,3
2,882378602701,913152977510,30774374809,2097152000,0,0x00400000,0x00200000,c,l,4194304,3,c,w,2097152,3
3,913359390074,963840793275,50481403201,2097152000,0,0x00400000,0x00200000,c,l,4194304,3,c,w,2097152,3
0,158266881974,158274106306,7224332,32768000,0,0x00010000,0x00200000,c,l,65536,3,c,r,2097152,3
1,158470309840,158478217720,7907880,32768000,0,0x00010000,0x00200000,c,l,65536,3,c,r,2097152,3
2,158690472888,158698779148,8306260,32768000,0,0x00010000,0x00200000,c,l,65536,3,c,r,2097152,3
3,158902741718,158911248808,8507090,32768000,0,0x00010000,0x00200000,c,l,65536,3,c,r,2097152,3
0,335640743823,342619306362,6978562539,2097152000,0,0x00400000,0x00200000,c,l,4194304,3,c,r,2097152,3
1,342814267992,349959882632,7145614640,2097152000,0,0x00400000,0x00200000,c,l,4194304,3,c,r,2097152,3
2,350170452851,359244106005,9073653154,2097152000,0,0x00400000,0x00200000,c,l,4194304,3,c,r,2097152,3
