Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,236566647468,236567943577,1296109,16384000,0,0x00008000,0x00200000
1,236762296946,236763857012,1560066,16384000,0,0x00008000,0x00200000
2,236974641423,236976318791,1677368,16384000,0,0x00008000,0x00200000
3,237179481410,237181395352,1913942,16384000,0,0x00008000,0x00200000
