Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,596960048858,597028745142,68696284,262144000,0,0x00080000,0x00040000,c,l,524288,3,c,r,262144,3
1,597222124254,597325837347,103713093,262144000,0,0x00080000,0x00040000,c,l,524288,3,c,r,262144,3
2,597538308896,597681820736,143511840,262144000,0,0x00080000,0x00040000,c,l,524288,3,c,r,262144,3
3,597898495925,598613303127,714807202,262144000,0,0x00080000,0x00040000,c,l,524288,3,c,r,262144,3
0,370111140430,370145081411,33940981,131072000,0,0x00040000,0x00040000,c,l,262144,3,c,w,262144,3
1,370338123989,370394133356,56009367,131072000,0,0x00040000,0x00040000,c,l,262144,3,c,w,262144,3
2,370606303345,370677352194,71048849,131072000,0,0x00040000,0x00040000,c,l,262144,3,c,w,262144,3
3,370878490171,370960019958,81529787,131072000,0,0x00040000,0x00040000,c,l,262144,3,c,w,262144,3
0,154804297252,154811503822,7206570,32768000,0,0x00010000,0x00040000,c,l,65536,3,c,r,262144,3
1,155006127279,155016772552,10645273,32768000,0,0x00010000,0x00040000,c,l,65536,3,c,r,262144,3
2,155214356464,155228861124,14504660,32768000,0,0x00010000,0x00040000,c,l,65536,3,c,r,262144,3
3,155430493260,155447163216,16669956,32768000,0,0x00010000,0x00040000,c,l,65536,3,c,r,262144,3
0,1787996823251,1791320884142,3324060891,1048576000,0,0x00200000,0x00040000,c,l,2097152,3,c,w,262144,3
1,1791514128850,1794929013466,3414884616,1048576000,0,0x00200000,0x00040000,c,l,2097152,3,c,w,262144,3
2,1795142306998,1798596695410,3454388412,1048576000,0,0x00200000,0x00040000,c,l,2097152,3,c,w,262144,3
3,1798798489063,1802316847148,3518358085,1048576000,0,0x00200000,0x00040000,c,l,2097152,3,c,w,262144,3
0,1601800881893,1605130471837,3329589944,1048576000,0,0x00200000,0x00040000,c,l,2097152,3,c,r,262144,3
1,1605326130156,1608734788840,3408658684,1048576000,0,0x00200000,0x00040000,c,l,2097152,3,c,r,262144,3
2,1608934325407,1612388406169,3454080762,1048576000,0,0x00200000,0x00040000,c,l,2097152,3,c,r,262144,3
3,1612590489621,1616097390260,3506900639,1048576000,0,0x00200000,0x00040000,c,l,2097152,3,c,r,262144,3
0,164360135495,164367367298,7231803,32768000,0,0x00010000,0x00040000,c,l,65536,3,c,w,262144,3
1,164562139199,164573753329,11614130,32768000,0,0x00010000,0x00040000,c,l,65536,3,c,w,262144,3
2,164774300657,164789000896,14700239,32768000,0,0x00010000,0x00040000,c,l,65536,3,c,w,262144,3
3,164990489598,165007288577,16798979,32768000,0,0x00010000,0x00040000,c,l,65536,3,c,w,262144,3
0,352583028280,352616892534,33864254,131072000,0,0x00040000,0x00040000,c,l,262144,3,c,r,262144,3
1,352810142103,352861428727,51286624,131072000,0,0x00040000,0x00040000,c,l,262144,3,c,r,262144,3
2,353074302147,353144415852,70113705,131072000,0,0x00040000,0x00040000,c,l,262144,3,c,r,262144,3
3,353346473991,353427999157,81525166,131072000,0,0x00040000,0x00040000,c,l,262144,3,c,r,262144,3
0,633163983374,633232720062,68736688,262144000,0,0x00080000,0x00040000,c,l,524288,3,c,w,262144,3
1,633426133467,633539069122,112935655,262144000,0,0x00080000,0x00040000,c,l,524288,3,c,w,262144,3
2,633750312808,633894195505,143882697,262144000,0,0x00080000,0x00040000,c,l,524288,3,c,w,262144,3
3,634098502819,634831469265,732966446,262144000,0,0x00080000,0x00040000,c,l,524288,3,c,w,262144,3
0,71743522232,71744817892,1295660,16384000,0,0x00008000,0x00040000,c,l,32768,3,c,r,262144,3
1,71938134907,71939443108,1308201,16384000,0,0x00008000,0x00040000,c,l,32768,3,c,r,262144,3
2,72150304947,72151622978,1318031,16384000,0,0x00008000,0x00040000,c,l,32768,3,c,r,262144,3
3,72354533863,72355891658,1357795,16384000,0,0x00008000,0x00040000,c,l,32768,3,c,r,262144,3
0,573028784422,580006005647,6977221225,2097152000,0,0x00400000,0x00040000,c,l,4194304,3,c,w,262144,3
1,580202132733,587264860211,7062727478,2097152000,0,0x00400000,0x00040000,c,l,4194304,3,c,w,262144,3
2,587478306828,594734734800,7256427972,2097152000,0,0x00400000,0x00040000,c,l,4194304,3,c,w,262144,3
3,594938494439,602324716960,7386222521,2097152000,0,0x00400000,0x00040000,c,l,4194304,3,c,w,262144,3
0,296813060551,296829547818,16487267,65536000,0,0x00020000,0x00040000,c,l,131072,3,c,r,262144,3
1,297022122410,297047239879,25117469,65536000,0,0x00020000,0x00040000,c,l,131072,3,c,r,262144,3
2,297258304128,297292572752,34268624,65536000,0,0x00020000,0x00040000,c,l,131072,3,c,r,262144,3
3,297494485127,297534020907,39535780,65536000,0,0x00020000,0x00040000,c,l,131072,3,c,r,262144,3
0,836317196525,836458309314,141112789,524288000,0,0x00100000,0x00040000,c,l,1048576,3,c,w,262144,3
1,836654136441,837572403182,918266741,524288000,0,0x00100000,0x00040000,c,l,1048576,3,c,w,262144,3
2,837782302774,839363189552,1580886778,524288000,0,0x00100000,0x00040000,c,l,1048576,3,c,w,262144,3
3,839566490605,841317751066,1751260461,524288000,0,0x00100000,0x00040000,c,l,1048576,3,c,w,262144,3
0,1135732204765,1137449637546,1717432781,786432000,0,0x00180000,0x00040000,c,l,1572864,3,c,r,262144,3
1,1137646128249,1140059621388,2413493139,786432000,0,0x00180000,0x00040000,c,l,1572864,3,c,r,262144,3
2,1140270313550,1142860716516,2590402966,786432000,0,0x00180000,0x00040000,c,l,1572864,3,c,r,262144,3
3,1143062504768,1145690851255,2628346487,786432000,0,0x00180000,0x00040000,c,l,1572864,3,c,r,262144,3
0,2461165421364,2465476513966,4311092602,1310720000,0,0x00280000,0x00040000,c,l,2621440,3,c,w,262144,3
1,2465670123441,2469992292940,4322169499,1310720000,0,0x00280000,0x00040000,c,l,2621440,3,c,w,262144,3
2,2470190304275,2474618195137,4427890862,1310720000,0,0x00280000,0x00040000,c,l,2621440,3,c,w,262144,3
3,2474822476329,2479316331282,4493854953,1310720000,0,0x00280000,0x00040000,c,l,2621440,3,c,w,262144,3
0,12851425781902,12880408431577,28982649675,8388608000,0,0x01000000,0x00040000,c,l,16777216,3,c,w,262144,3
1,12880782131926,12910241511565,29459379639,8388608000,0,0x01000000,0x00040000,c,l,16777216,3,c,w,262144,3
2,12910634307422,12941579114841,30944807419,8388608000,0,0x01000000,0x00040000,c,l,16777216,3,c,w,262144,3
3,12941782501432,12973565489480,31782988048,8388608000,0,0x01000000,0x00040000,c,l,16777216,3,c,w,262144,3
0,11337953649970,11366936945520,28983295550,8388608000,0,0x01000000,0x00040000,c,l,16777216,3,c,r,262144,3
1,11367314123027,11396701449636,29387326609,8388608000,0,0x01000000,0x00040000,c,l,16777216,3,c,r,262144,3
2,11396898303325,11427768194598,30869891273,8388608000,0,0x01000000,0x00040000,c,l,16777216,3,c,r,262144,3
3,11427982493211,11459722231656,31739738445,8388608000,0,0x01000000,0x00040000,c,l,16777216,3,c,r,262144,3
