Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,209110632449712,209110639681685,7231973,32768000,0,0x00010000,0x01000000
1,209110836251256,209110844221472,7970216,32768000,0,0x00010000,0x01000000
2,209111060616123,209111068941785,8325662,32768000,0,0x00010000,0x01000000
3,209111281041188,209111293379650,12338462,32768000,0,0x00010000,0x01000000
