Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,209339998128589,209341238936417,1240807828,786432000,0,0x00180000,0x01000000,c,l,1572864,2,c,w,16777216,2
1,209341436291446,209344632215034,3195923588,786432000,0,0x00180000,0x01000000,c,l,1572864,2,c,w,16777216,2
2,209344836581024,209348140440956,3303859932,786432000,0,0x00180000,0x01000000,c,l,1572864,2,c,w,16777216,2
3,209348353030308,209352123000222,3769969914,786432000,0,0x00180000,0x01000000,c,l,1572864,2,c,w,16777216,2
0,209995895250875,210000842480658,4947229783,2097152000,0,0x00400000,0x01000000,c,l,4194304,2,c,w,16777216,2
1,210001040225616,210009830843670,8790618054,2097152000,0,0x00400000,0x01000000,c,l,4194304,2,c,w,16777216,2
2,210010048563784,210018878732530,8830168746,2097152000,0,0x00400000,0x01000000,c,l,4194304,2,c,w,16777216,2
3,210019089001379,210030040668829,10951667450,2097152000,0,0x00400000,0x01000000,c,l,4194304,2,c,w,16777216,2
0,204674905013246,204695715077099,20810063853,8388608000,0,0x01000000,0x01000000,c,l,16777216,2,c,r,16777216,2
1,204696096108721,204717309922266,21213813545,8388608000,0,0x01000000,0x01000000,c,l,16777216,2,c,r,16777216,2
2,204717524413597,204739134076114,21609662517,8388608000,0,0x01000000,0x01000000,c,l,16777216,2,c,r,16777216,2
3,204739352679226,204761821721310,22469042084,8388608000,0,0x01000000,0x01000000,c,l,16777216,2,c,r,16777216,2
0,209100904019435,209100905313384,1293949,16384000,0,0x00008000,0x01000000,c,l,32768,2,c,w,16777216,2
1,209101100234170,209101101654242,1420072,16384000,0,0x00008000,0x01000000,c,l,32768,2,c,w,16777216,2
2,209101316555994,209101317979926,1423932,16384000,0,0x00008000,0x01000000,c,l,32768,2,c,w,16777216,2
3,209101545003460,209101546467506,1464046,16384000,0,0x00008000,0x01000000,c,l,32768,2,c,w,16777216,2
0,203146839635528,203146873608582,33973054,131072000,0,0x00040000,0x01000000,c,l,262144,2,c,r,16777216,2
1,203147072109586,203147111112893,39003307,131072000,0,0x00040000,0x01000000,c,l,262144,2,c,r,16777216,2
2,203147324403474,203147399813089,75409615,131072000,0,0x00040000,0x01000000,c,l,262144,2,c,r,16777216,2
3,203147616706711,203147929123796,312417085,131072000,0,0x00040000,0x01000000,c,l,262144,2,c,r,16777216,2
0,209170835528385,209170904050042,68521657,262144000,0,0x00080000,0x01000000,c,l,524288,2,c,w,16777216,2
1,209171100225373,209172160521075,1060295702,262144000,0,0x00080000,0x01000000,c,l,524288,2,c,w,16777216,2
2,209172376559621,209173475418476,1098858855,262144000,0,0x00080000,0x01000000,c,l,524288,2,c,w,16777216,2
3,209173692986645,209174930840898,1237854253,262144000,0,0x00080000,0x01000000,c,l,524288,2,c,w,16777216,2
0,209121453333395,209121469881668,16548273,65536000,0,0x00020000,0x01000000,c,l,131072,2,c,w,16777216,2
1,209121668295093,209121686602072,18306979,65536000,0,0x00020000,0x01000000,c,l,131072,2,c,w,16777216,2
2,209121900559370,209121919924895,19365525,65536000,0,0x00020000,0x01000000,c,l,131072,2,c,w,16777216,2
3,209122132974162,209122162336866,29362704,65536000,0,0x00020000,0x01000000,c,l,131072,2,c,w,16777216,2
0,203769419177134,203774369248561,4950071427,2097152000,0,0x00400000,0x01000000,c,l,4194304,2,c,r,16777216,2
1,203774564101190,203779583319437,5019218247,2097152000,0,0x00400000,0x01000000,c,l,4194304,2,c,r,16777216,2
2,203779796407918,203784896792244,5100384326,2097152000,0,0x00400000,0x01000000,c,l,4194304,2,c,r,16777216,2
3,203785116677554,203790421406188,5304728634,2097152000,0,0x00400000,0x01000000,c,l,4194304,2,c,r,16777216,2
0,203288429890510,203289674692657,1244802147,786432000,0,0x00180000,0x01000000,c,l,1572864,2,c,r,16777216,2
1,203289872117443,203291658394453,1786277010,786432000,0,0x00180000,0x01000000,c,l,1572864,2,c,r,16777216,2
2,203291872408037,203293695469112,1823061075,786432000,0,0x00180000,0x01000000,c,l,1572864,2,c,r,16777216,2
3,203293912681785,203295822159585,1909477800,786432000,0,0x00180000,0x01000000,c,l,1572864,2,c,r,16777216,2
0,213212668517031,213233476938780,20808421749,8388608000,0,0x01000000,0x01000000,c,l,16777216,2,c,w,16777216,2
1,213233860200014,213269880239906,36020039892,8388608000,0,0x01000000,0x01000000,c,l,16777216,2,c,w,16777216,2
2,213270084544520,213305634587750,35550043230,8388608000,0,0x01000000,0x01000000,c,l,16777216,2,c,w,16777216,2
3,213305856975251,213353006988118,47150012867,8388608000,0,0x01000000,0x01000000,c,l,16777216,2,c,w,16777216,2
0,203113235858942,203113237153022,1294080,16384000,0,0x00008000,0x01000000,c,l,32768,2,c,r,16777216,2
