Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,776732342832,776746584965,14242133,131072000,0,0x00040000,0x00400000
1,776942270008,776957432243,15162235,131072000,0,0x00040000,0x00400000
2,777170489111,777188591109,18101998,131072000,0,0x00040000,0x00400000
3,777394742237,777416254127,21511890,131072000,0,0x00040000,0x00400000
