Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,209096654895064,209096656189553,1294489,16384000,0,0x00008000,0x00100000,c,l,32768,2,c,w,1048576,2
1,209096852143673,209096853517390,1373717,16384000,0,0x00008000,0x00100000,c,l,32768,2,c,w,1048576,2
2,209097052609743,209097054021034,1411291,16384000,0,0x00008000,0x00100000,c,l,32768,2,c,w,1048576,2
3,209097261064261,209097262582843,1518582,16384000,0,0x00008000,0x00100000,c,l,32768,2,c,w,1048576,2
0,203108987060514,203108988356074,1295560,16384000,0,0x00008000,0x00100000,c,l,32768,2,c,r,1048576,2
1,203109184098832,203109185444426,1345594,16384000,0,0x00008000,0x00100000,c,l,32768,2,c,r,1048576,2
2,203109388474143,203109389827768,1353625,16384000,0,0x00008000,0x00100000,c,l,32768,2,c,r,1048576,2
3,203109596675885,203109598033631,1357746,16384000,0,0x00008000,0x00100000,c,l,32768,2,c,r,1048576,2
0,209406799203646,209409154454976,2355251330,1048576000,0,0x00200000,0x00100000,c,l,2097152,2,c,w,1048576,2
1,209409352111455,209411995645930,2643534475,1048576000,0,0x00200000,0x00100000,c,l,2097152,2,c,w,1048576,2
2,209412208560104,209416933006097,4724445993,1048576000,0,0x00200000,0x00100000,c,l,2097152,2,c,w,1048576,2
3,209417141061975,209422827111920,5686049945,1048576000,0,0x00200000,0x00100000,c,l,2097152,2,c,w,1048576,2
0,203348006345213,203350295251774,2288906561,1048576000,0,0x00200000,0x00100000,c,l,2097152,2,c,r,1048576,2
1,203350492115054,203352878474242,2386359188,1048576000,0,0x00200000,0x00100000,c,l,2097152,2,c,r,1048576,2
2,203353092427360,203355519111547,2426684187,1048576000,0,0x00200000,0x00100000,c,l,2097152,2,c,r,1048576,2
3,203355724685068,203358249182858,2524497790,1048576000,0,0x00200000,0x00100000,c,l,2097152,2,c,r,1048576,2
0,203118487688301,203118494892260,7203959,32768000,0,0x00010000,0x00100000,c,l,65536,2,c,r,1048576,2
1,203118692157441,203118701655000,9497559,32768000,0,0x00010000,0x00100000,c,l,65536,2,c,r,1048576,2
2,203118916419338,203118925502806,9083468,32768000,0,0x00010000,0x00100000,c,l,65536,2,c,r,1048576,2
3,203119132669005,203119142063384,9394379,32768000,0,0x00010000,0x00100000,c,l,65536,2,c,r,1048576,2
0,203663152335208,203668100949680,4948614472,2097152000,0,0x00400000,0x00100000,c,l,4194304,2,c,r,1048576,2
1,203668296091208,203673310502924,5014411716,2097152000,0,0x00400000,0x00100000,c,l,4194304,2,c,r,1048576,2
2,203673524413987,203678619501544,5095087557,2097152000,0,0x00400000,0x00100000,c,l,4194304,2,c,r,1048576,2
3,203678824683146,203684096586729,5271903583,2097152000,0,0x00400000,0x00100000,c,l,4194304,2,c,r,1048576,2
0,209106159463764,209106166685386,7221622,32768000,0,0x00010000,0x00100000,c,l,65536,2,c,w,1048576,2
1,209106364136514,209106374067447,9930933,32768000,0,0x00010000,0x00100000,c,l,65536,2,c,w,1048576,2
2,209106588622784,209106597456037,8833253,32768000,0,0x00010000,0x00100000,c,l,65536,2,c,w,1048576,2
3,209106805220206,209106830007813,24787607,32768000,0,0x00010000,0x00100000,c,l,65536,2,c,w,1048576,2
0,209821014581858,209825962264086,4947682228,2097152000,0,0x00400000,0x00100000,c,l,4194304,2,c,w,1048576,2
1,209826160111995,209831768811510,5608699515,2097152000,0,0x00400000,0x00100000,c,l,4194304,2,c,w,1048576,2
2,209831984594321,209841580600737,9596006416,2097152000,0,0x00400000,0x00100000,c,l,4194304,2,c,w,1048576,2
3,209841785088208,209853808737748,12023649540,2097152000,0,0x00400000,0x00100000,c,l,4194304,2,c,w,1048576,2
0,203155794467190,203155863018139,68550949,262144000,0,0x00080000,0x00100000,c,l,524288,2,c,r,1048576,2
1,203156060087950,203156646980050,586892100,262144000,0,0x00080000,0x00100000,c,l,524288,2,c,r,1048576,2
2,203156860423387,203157459318967,598895580,262144000,0,0x00080000,0x00100000,c,l,524288,2,c,r,1048576,2
3,203157664679136,203158291007807,626328671,262144000,0,0x00080000,0x00100000,c,l,524288,2,c,r,1048576,2
0,209148578500795,209148647099400,68598605,262144000,0,0x00080000,0x00100000,c,l,524288,2,c,w,1048576,2
1,209148844168310,209149502627702,658459392,262144000,0,0x00080000,0x00100000,c,l,524288,2,c,w,1048576,2
