Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,5121188745283,5121196964864,8219581,16384000,0,0x00008000,0x00008000
1,5121340677324,5121350355241,9677917,16384000,0,0x00008000,0x00008000
2,5121552934402,5121565589636,12655234,16384000,0,0x00008000,0x00008000
3,5121769360546,5121782869116,13508570,16384000,0,0x00008000,0x00008000
