Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,23056445169031,23056461665209,16496178,65536000,0,0x00020000,0x00008000,c,l,131072,2,c,r,32768,3
1,23056658127759,23056674862761,16735002,65536000,0,0x00020000,0x00008000,c,l,131072,2,c,r,32768,3
2,23056874298598,23056891039091,16740493,65536000,0,0x00020000,0x00008000,c,l,131072,2,c,r,32768,3
3,23057094480268,23057111612030,17131762,65536000,0,0x00020000,0x00008000,c,l,131072,2,c,r,32768,3
0,23157019011148,23157159210876,140199728,524288000,0,0x00100000,0x00008000,c,l,1048576,2,c,r,32768,3
1,23157354123391,23157495749972,141626581,524288000,0,0x00100000,0x00008000,c,l,1048576,2,c,r,32768,3
2,23157694309042,23157840926451,146617409,524288000,0,0x00100000,0x00008000,c,l,1048576,2,c,r,32768,3
3,23158042481260,23158193594199,151112939,524288000,0,0x00100000,0x00008000,c,l,1048576,2,c,r,32768,3
0,23046835895369,23046843092318,7196949,32768000,0,0x00010000,0x00008000,c,l,65536,2,c,w,32768,3
1,23047038129226,23047045365119,7235893,32768000,0,0x00010000,0x00008000,c,l,65536,2,c,w,32768,3
2,23047242303286,23047249646900,7343614,32768000,0,0x00010000,0x00008000,c,l,65536,2,c,w,32768,3
3,23047454490007,23047461893067,7403060,32768000,0,0x00010000,0x00008000,c,l,65536,2,c,w,32768,3
0,23125034824067,23125103425032,68600965,262144000,0,0x00080000,0x00008000,c,l,524288,2,c,w,32768,3
1,23125298136737,23125368133151,69996414,262144000,0,0x00080000,0x00008000,c,l,524288,2,c,w,32768,3
2,23125566297541,23125638801655,72504114,262144000,0,0x00080000,0x00008000,c,l,524288,2,c,w,32768,3
3,23125842479336,23125915115404,72636068,262144000,0,0x00080000,0x00008000,c,l,524288,2,c,w,32768,3
0,23927815517238,23930829079395,3013562157,1310720000,0,0x00280000,0x00008000,c,l,2621440,2,c,w,32768,3
1,23931022121463,23934037303862,3015182399,1310720000,0,0x00280000,0x00008000,c,l,2621440,2,c,w,32768,3
2,23934234302806,23937249767202,3015464396,1310720000,0,0x00280000,0x00008000,c,l,2621440,2,c,w,32768,3
3,23937454479127,23940471153614,3016674487,1310720000,0,0x00280000,0x00008000,c,l,2621440,2,c,w,32768,3
0,23275511296896,23276746821366,1235524470,786432000,0,0x00180000,0x00008000,c,l,1572864,2,c,r,32768,3
