Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,99176724098996,99176736710206,12611210,20971520,20971520,0x00400000,0x00400000
1,99176878426546,99176895229975,16803429,20971520,20971520,0x00400000,0x00400000
2,99177106658651,99177125430306,18771655,20971520,20971520,0x00400000,0x00400000
3,99177331087165,99177356436588,25349423,20971520,20971520,0x00400000,0x00400000
