Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,99175864224790,99175876831080,12606290,20971520,20971520,0x00400000,0x00400000
1,99176018510056,99176035008604,16498548,20971520,20971520,0x00400000,0x00400000
2,99176246644751,99176265516586,18871835,20971520,20971520,0x00400000,0x00400000
3,99176471150923,99176498298585,27147662,20971520,20971520,0x00400000,0x00400000
