Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,75911388774,75912684903,1296129,16384000,0,0x00008000,0x00280000,c,l,32768,3,c,r,2621440,3
1,76106238142,76107619471,1381329,16384000,0,0x00008000,0x00280000,c,l,32768,3,c,r,2621440,3
2,76318451146,76319883219,1432073,16384000,0,0x00008000,0x00280000,c,l,32768,3,c,r,2621440,3
3,76522810785,76524303644,1492859,16384000,0,0x00008000,0x00280000,c,l,32768,3,c,r,2621440,3
0,237403257099,237404553579,1296480,16384000,0,0x00008000,0x00280000,c,l,32768,3,c,w,2621440,3
1,237598228830,237599742882,1514052,16384000,0,0x00008000,0x00280000,c,l,32768,3,c,w,2621440,3
2,237810569047,237812320242,1751195,16384000,0,0x00008000,0x00280000,c,l,32768,3,c,w,2621440,3
3,238019539777,238021540567,2000790,16384000,0,0x00008000,0x00280000,c,l,32768,3,c,w,2621440,3
0,1688240523060,1691570310863,3329787803,1048576000,0,0x00200000,0x00280000,c,l,2097152,3,c,r,2621440,3
1,1691766261472,1695293835888,3527574416,1048576000,0,0x00200000,0x00280000,c,l,2097152,3,c,r,2621440,3
2,1695506482355,1700099866743,4593384388,1048576000,0,0x00200000,0x00280000,c,l,2097152,3,c,r,2621440,3
3,1700302760265,1706821622592,6518862327,1048576000,0,0x00200000,0x00280000,c,l,2097152,3,c,r,2621440,3
0,1983491375220,1986803998868,3312623648,1048576000,0,0x00200000,0x00280000,c,l,2097152,3,c,w,2621440,3
1,1986998264158,1994459635227,7461371069,1048576000,0,0x00200000,0x00280000,c,l,2097152,3,c,w,2621440,3
2,1994670683355,2010010686055,15340002700,1048576000,0,0x00200000,0x00280000,c,l,2097152,3,c,w,2621440,3
3,2010215424472,2033925036470,23709611998,1048576000,0,0x00200000,0x00280000,c,l,2097152,3,c,w,2621440,3
0,678907692297,678976342487,68650190,262144000,0,0x00080000,0x00280000,c,l,524288,3,c,w,2621440,3
1,679170246271,681064028873,1893782602,262144000,0,0x00080000,0x00280000,c,l,524288,3,c,w,2621440,3
2,681274627805,685114701814,3840074009,262144000,0,0x00080000,0x00280000,c,l,524288,3,c,w,2621440,3
3,685323427110,691313568498,5990141388,262144000,0,0x00080000,0x00280000,c,l,524288,3,c,w,2621440,3
0,615587640265,615656369812,68729547,262144000,0,0x00080000,0x00280000,c,l,524288,3,c,r,2621440,3
1,615850253875,616730574724,880320849,262144000,0,0x00080000,0x00280000,c,l,524288,3,c,r,2621440,3
2,616942480067,618090860520,1148380453,262144000,0,0x00080000,0x00280000,c,l,524288,3,c,r,2621440,3
3,618294753662,619925029165,1630275503,262144000,0,0x00080000,0x00280000,c,l,524288,3,c,r,2621440,3
0,964147342275,971126371940,6979029665,2097152000,0,0x00400000,0x00280000,c,l,4194304,3,c,w,2621440,3
1,971322252502,986485451146,15163198644,2097152000,0,0x00400000,0x00280000,c,l,4194304,3,c,w,2621440,3
2,986698574841,1017591587714,30893012873,2097152000,0,0x00400000,0x00280000,c,l,4194304,3,c,w,2621440,3
3,1017799351213,1065965159256,48165808043,2097152000,0,0x00400000,0x00280000,c,l,4194304,3,c,w,2621440,3
0,168711875099,168719102091,7226992,32768000,0,0x00010000,0x00280000,c,l,65536,3,c,w,2621440,3
1,168914295344,168922308775,8013431,32768000,0,0x00010000,0x00280000,c,l,65536,3,c,w,2621440,3
2,169134519878,169143131899,8612021,32768000,0,0x00010000,0x00280000,c,l,65536,3,c,w,2621440,3
3,169347485377,169357661964,10176587,32768000,0,0x00010000,0x00280000,c,l,65536,3,c,w,2621440,3
0,372596775967,379575099251,6978323284,2097152000,0,0x00400000,0x00280000,c,l,4194304,3,c,r,2621440,3
1,379770266042,386910618766,7140352724,2097152000,0,0x00400000,0x00280000,c,l,4194304,3,c,r,2621440,3
2,387122457362,396307602946,9185145584,2097152000,0,0x00400000,0x00280000,c,l,4194304,3,c,r,2621440,3
3,396510732973,409538399501,13027666528,2097152000,0,0x00400000,0x00280000,c,l,4194304,3,c,r,2621440,3
0,159131739138,159138945788,7206650,32768000,0,0x00010000,0x00280000,c,l,65536,3,c,r,2621440,3
1,159334316299,159342167684,7851385,32768000,0,0x00010000,0x00280000,c,l,65536,3,c,r,2621440,3
2,159554498429,159562784177,8285748,32768000,0,0x00010000,0x00280000,c,l,65536,3,c,r,2621440,3
3,159766765268,159775247456,8482188,32768000,0,0x00010000,0x00280000,c,l,65536,3,c,r,2621440,3
0,1197808653410,1199535156777,1726503367,786432000,0,0x00180000,0x00280000,c,l,1572864,3,c,r,2621440,3
1,1199730254091,1202376822179,2646568088,786432000,0,0x00180000,0x00280000,c,l,1572864,3,c,r,2621440,3
2,1202590452984,1206036937077,3446484093,786432000,0,0x00180000,0x00280000,c,l,1572864,3,c,r,2621440,3
3,1206242722148,1211134435055,4891712907,786432000,0,0x00180000,0x00280000,c,l,1572864,3,c,r,2621440,3
0,74699704589461,74704015887334,4311297873,1310720000,0,0x00280000,0x00280000,c,l,2621440,3,c,w,2621440,3
1,74704210249574,74713587247737,9376998163,1310720000,0,0x00280000,0x00280000,c,l,2621440,3,c,w,2621440,3
