Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,1659749527610,1666726162416,6976634806,2097152000,0,0x00400000,0x00008000
1,1666922128676,1673901531458,6979402782,2097152000,0,0x00400000,0x00008000
2,1674098306650,1681079462907,6981156257,2097152000,0,0x00400000,0x00008000
3,1681282479772,1688271074023,6988594251,2097152000,0,0x00400000,0x00008000
