Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,545203776116,545217200297,13424181,131072000,131072000,0x00040000,0x00400000
1,545426149925,545440603699,14453774,131072000,131072000,0x00040000,0x00400000
2,545654363557,545752692672,98329115,131072000,131072000,0x00040000,0x00400000
3,545954629509,546547868634,593239125,131072000,131072000,0x00040000,0x00400000
