Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,2411337496617,2412107511585,770014968,2097152000,0,0x00400000,0x00400000
1,2412302256783,2413077336347,775079564,2097152000,0,0x00400000,0x00400000
2,2413278486286,2414223122571,944636285,2097152000,0,0x00400000,0x00400000
3,2414431345486,2419122891602,4691546116,2097152000,0,0x00400000,0x00400000
