Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,2226328450281,2231276091645,4947641364,2097152000,0,0x00400000,0x00400000
1,2231470396729,2240363703564,8893306835,2097152000,0,0x00400000,0x00400000
2,2240574718748,2249766545029,9191826281,2097152000,0,0x00400000,0x00400000
3,2249974960574,2260379381184,10404420610,2097152000,0,0x00400000,0x00400000
